UniProtID,GeneName,DrugBank ID,Name,Type,UniProt Name,Transcription regulation,Transmembrane,DNA-binding,Kinase,metaboli,RNA-binding,signal,enzyme,ase,Enzyme,Oncogene,TSG
O75762,TRPA1,DB09061,Cannabidiol,SmallMoleculeDrug,Transient receptor potential cation channel subfamily A member 1,0,1,0,0,0,0,0,0,1,0,0,0
O75762,TRPA1,DB11755,Tetrahydrocannabivarin,SmallMoleculeDrug,Transient receptor potential cation channel subfamily A member 1,0,1,0,0,0,0,0,0,1,0,0,0
P48995,TRPC1,,,,,0,1,0,0,0,0,0,0,0,0,0,0
Q13507,TRPC3,,,,,0,1,0,0,0,0,0,0,1,0,0,0
Q9UBN4,TRPC4,,,,,0,1,0,0,0,0,0,0,0,0,0,0
Q8TEL6,TRPC4AP,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q9UL62,TRPC5,,,,,0,1,0,0,0,0,0,0,0,0,0,0
A6NMA1,TRPC5OS,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q9Y210,TRPC6,,,,,0,1,0,0,0,0,0,0,1,0,0,0
Q9HCX4,TRPC7,,,,,0,1,0,0,0,0,0,0,0,0,0,0
Q7Z4N2,TRPM1,,,,,0,1,0,0,0,0,0,0,1,0,0,0
O94759,TRPM2,,,,,0,1,0,0,0,0,0,0,0,0,0,0
Q9HCF6,TRPM3,,,,,0,1,0,0,0,0,0,0,0,0,0,0
Q8TD43,TRPM4,,,,,0,1,0,0,0,0,0,0,1,0,0,0
Q9NZQ8,TRPM5,,,,,0,1,0,0,0,0,0,0,0,0,0,0
Q9BX84,TRPM6,,,,,0,1,0,1,0,0,0,0,1,1,0,0
Q96QT4,TRPM7,DB04447,"1,4-Dithiothreitol",SmallMoleculeDrug,Transient receptor potential cation channel subfamily M member 7,0,1,0,1,0,0,0,0,1,1,0,0
Q96QT4,TRPM7,DB04395,Phosphoaminophosphonic Acid-Adenylate Ester,SmallMoleculeDrug,Transient receptor potential cation channel subfamily M member 7,0,1,0,1,0,0,0,0,1,1,0,0
Q7Z2W7,TRPM8,DB01744,Camphor,SmallMoleculeDrug,Transient receptor potential cation channel subfamily M member 8,0,1,0,0,0,0,0,0,0,0,0,0
Q7Z2W7,TRPM8,DB09061,Cannabidiol,SmallMoleculeDrug,Transient receptor potential cation channel subfamily M member 8,0,1,0,0,0,0,0,0,0,0,0,0
Q7Z2W7,TRPM8,DB11755,Tetrahydrocannabivarin,SmallMoleculeDrug,Transient receptor potential cation channel subfamily M member 8,0,1,0,0,0,0,0,0,0,0,0,0
Q7Z2W7,TRPM8,DB14011,Nabiximols,SmallMoleculeDrug,Transient receptor potential cation channel subfamily M member 8,0,1,0,0,0,0,0,0,0,0,0,0
Q7Z2W7,TRPM8,DB00825,Menthol,SmallMoleculeDrug,Transient receptor potential cation channel subfamily M member 8,0,1,0,0,0,0,0,0,0,0,0,0
Q7Z2W7,TRPM8,DB11345,(S)-camphor,SmallMoleculeDrug,Transient receptor potential cation channel subfamily M member 8,0,1,0,0,0,0,0,0,0,0,0,0
Q7Z2W7,TRPM8,DB14009,Medical Cannabis,BiotechDrug,Transient receptor potential cation channel subfamily M member 8,0,1,0,0,0,0,0,0,0,0,0,0
Q9UHF7,TRPS1,,,,,1,0,1,0,0,0,0,0,1,0,0,0
Q86TN4,TRPT1,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q8NER1,TRPV1,DB09288,Propacetamol,SmallMoleculeDrug,Transient receptor potential cation channel subfamily V member 1,0,1,0,0,0,0,0,0,0,0,0,0
Q8NER1,TRPV1,DB00168,Aspartame,SmallMoleculeDrug,Transient receptor potential cation channel subfamily V member 1,0,1,0,0,0,0,0,0,0,0,0,0
Q8NER1,TRPV1,DB09120,Zucapsaicin,SmallMoleculeDrug,Transient receptor potential cation channel subfamily V member 1,0,1,0,0,0,0,0,0,0,0,0,0
Q8NER1,TRPV1,DB00132,Alpha-Linolenic Acid,SmallMoleculeDrug,Transient receptor potential cation channel subfamily V member 1,0,1,0,0,0,0,0,0,0,0,0,0
Q8NER1,TRPV1,DB11324,Nonivamide,SmallMoleculeDrug,Transient receptor potential cation channel subfamily V member 1,0,1,0,0,0,0,0,0,0,0,0,0
Q8NER1,TRPV1,DB11345,(S)-camphor,SmallMoleculeDrug,Transient receptor potential cation channel subfamily V member 1,0,1,0,0,0,0,0,0,0,0,0,0
Q8NER1,TRPV1,DB06774,Capsaicin,SmallMoleculeDrug,Transient receptor potential cation channel subfamily V member 1,0,1,0,0,0,0,0,0,0,0,0,0
Q8NER1,TRPV1,DB09061,Cannabidiol,SmallMoleculeDrug,Transient receptor potential cation channel subfamily V member 1,0,1,0,0,0,0,0,0,0,0,0,0
Q8NER1,TRPV1,DB11131,Capsicum oleoresin,BiotechDrug,Transient receptor potential cation channel subfamily V member 1,0,1,0,0,0,0,0,0,0,0,0,0
Q8NER1,TRPV1,DB14009,Medical Cannabis,BiotechDrug,Transient receptor potential cation channel subfamily V member 1,0,1,0,0,0,0,0,0,0,0,0,0
Q8NER1,TRPV1,DB00159,Icosapent,SmallMoleculeDrug,Transient receptor potential cation channel subfamily V member 1,0,1,0,0,0,0,0,0,0,0,0,0
Q8NER1,TRPV1,DB01744,Camphor,SmallMoleculeDrug,Transient receptor potential cation channel subfamily V member 1,0,1,0,0,0,0,0,0,0,0,0,0
Q8NER1,TRPV1,DB06515,Resiniferatoxin,SmallMoleculeDrug,Transient receptor potential cation channel subfamily V member 1,0,1,0,0,0,0,0,0,0,0,0,0
Q8NER1,TRPV1,DB00316,Acetaminophen,SmallMoleculeDrug,Transient receptor potential cation channel subfamily V member 1,0,1,0,0,0,0,0,0,0,0,0,0
Q8NER1,TRPV1,DB14011,Nabiximols,SmallMoleculeDrug,Transient receptor potential cation channel subfamily V member 1,0,1,0,0,0,0,0,0,0,0,0,0
Q8NER1,TRPV1,DB14050,Cannabidivarin,SmallMoleculeDrug,Transient receptor potential cation channel subfamily V member 1,0,1,0,0,0,0,0,0,0,0,0,0
Q8NER1,TRPV1,DB02955,Ricinoleic Acid,SmallMoleculeDrug,Transient receptor potential cation channel subfamily V member 1,0,1,0,0,0,0,0,0,0,0,0,0
Q9Y5S1,TRPV2,DB14011,Nabiximols,SmallMoleculeDrug,Transient receptor potential cation channel subfamily V member 2,0,1,0,0,0,0,0,0,0,0,0,0
Q9Y5S1,TRPV2,DB11755,Tetrahydrocannabivarin,SmallMoleculeDrug,Transient receptor potential cation channel subfamily V member 2,0,1,0,0,0,0,0,0,0,0,0,0
Q9Y5S1,TRPV2,DB09061,Cannabidiol,SmallMoleculeDrug,Transient receptor potential cation channel subfamily V member 2,0,1,0,0,0,0,0,0,0,0,0,0
Q9Y5S1,TRPV2,DB14050,Cannabidivarin,SmallMoleculeDrug,Transient receptor potential cation channel subfamily V member 2,0,1,0,0,0,0,0,0,0,0,0,0
Q9Y5S1,TRPV2,DB14009,Medical Cannabis,BiotechDrug,Transient receptor potential cation channel subfamily V member 2,0,1,0,0,0,0,0,0,0,0,0,0
Q8NET8,TRPV3,DB01744,Camphor,SmallMoleculeDrug,Transient receptor potential cation channel subfamily V member 3,0,1,0,0,0,0,0,0,1,0,0,0
Q8NET8,TRPV3,DB11345,(S)-camphor,SmallMoleculeDrug,Transient receptor potential cation channel subfamily V member 3,0,1,0,0,0,0,0,0,1,0,0,0
Q8NET8,TRPV3,DB09086,Eugenol,SmallMoleculeDrug,Transient receptor potential cation channel subfamily V member 3,0,1,0,0,0,0,0,0,1,0,0,0
Q8NET8,TRPV3,DB09061,Cannabidiol,SmallMoleculeDrug,Transient receptor potential cation channel subfamily V member 3,0,1,0,0,0,0,0,0,1,0,0,0
Q8NET8,TRPV3,DB14009,Medical Cannabis,BiotechDrug,Transient receptor potential cation channel subfamily V member 3,0,1,0,0,0,0,0,0,1,0,0,0
Q8NET8,TRPV3,DB14011,Nabiximols,SmallMoleculeDrug,Transient receptor potential cation channel subfamily V member 3,0,1,0,0,0,0,0,0,1,0,0,0
Q8NET8,TRPV3,DB00825,Menthol,SmallMoleculeDrug,Transient receptor potential cation channel subfamily V member 3,0,1,0,0,0,0,0,0,1,0,0,0
Q9HBA0,TRPV4,DB14011,Nabiximols,SmallMoleculeDrug,Transient receptor potential cation channel subfamily V member 4,0,1,0,0,0,0,0,0,1,0,0,0
Q9HBA0,TRPV4,DB14009,Medical Cannabis,BiotechDrug,Transient receptor potential cation channel subfamily V member 4,0,1,0,0,0,0,0,0,1,0,0,0
Q9HBA0,TRPV4,DB09061,Cannabidiol,SmallMoleculeDrug,Transient receptor potential cation channel subfamily V member 4,0,1,0,0,0,0,0,0,1,0,0,0
Q9NQA5,TRPV5,,,,,0,1,0,0,0,0,0,0,0,0,0,0
Q9H1D0,TRPV6,,,,,0,1,0,0,0,0,0,0,0,0,0,0
Q9Y4A5,TRRAP,,,,,1,0,0,0,0,0,0,0,0,1,1,0
Q8WWH5,TRUB1,,,,,0,0,0,0,0,0,0,0,1,1,0,0
O95900,TRUB2,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q96A04,TSACC,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q5SRN2,TSBP1,,,,,0,1,0,0,0,0,0,0,0,0,0,0
Q92574,TSC1,,,,,0,0,0,0,0,0,0,0,1,0,0,1
P49815,TSC2,,,,,0,0,0,0,0,0,0,0,1,0,0,1
Q15714,TSC22D1,,,,,1,0,0,0,0,0,0,0,0,0,0,0
O75157,TSC22D2,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q99576,TSC22D3,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q9Y3Q8,TSC22D4,,,,,1,0,0,0,0,0,0,0,0,0,0,0
Q8WW01,TSEN15,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q8NCE0,TSEN2,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q9BSV6,TSEN34,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q7Z6J9,TSEN54,,,,,0,0,0,0,0,0,0,0,1,0,0,0
P43897,TSFM,,,,,0,0,0,0,0,0,0,0,1,0,0,0
Q99816,TSG101,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q9BZW7,TSGA10,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q3SY00,TSGA10IP,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q96PP4,TSGA13,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P01222,TSHB,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P16473,TSHR,DB00024,Thyrotropin Alfa,BiotechDrug,Thyrotropin receptor,0,1,0,0,0,0,0,0,1,0,1,0
Q6ZSZ6,TSHZ1,,,,,1,0,1,0,0,0,0,0,0,0,0,0
Q9NRE2,TSHZ2,,,,,1,0,1,0,0,0,0,0,0,0,0,0
Q63HK5,TSHZ3,,,,,1,0,1,0,0,0,0,0,0,0,0,0
Q9UJT2,TSKS,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q8WUA8,TSKU,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q969D9,TSLP,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q15631,TSN,,,,,0,0,1,0,0,1,0,0,1,1,0,0
Q96NA8,TSNARE1,,,,,0,1,0,0,0,0,0,0,0,0,0,0
Q99598,TSNAX,,,,,0,0,1,0,0,0,0,0,0,1,0,0
Q2TAA8,TSNAXIP1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
O60635,TSPAN1,,,,,0,1,0,0,0,0,0,0,0,0,0,0
Q9H1Z9,TSPAN10,,,,,0,1,0,0,0,0,0,0,0,0,0,0
A1L157,TSPAN11,,,,,0,1,0,0,0,0,0,0,0,0,0,0
O95859,TSPAN12,,,,,0,1,0,0,0,0,0,0,1,0,0,0
O95857,TSPAN13,,,,,0,1,0,0,0,0,0,0,0,0,0,0
Q8NG11,TSPAN14,,,,,0,1,0,0,0,0,0,0,0,0,0,0
O95858,TSPAN15,,,,,0,1,0,0,0,0,0,0,0,0,0,0
Q9UKR8,TSPAN16,,,,,0,1,0,0,0,0,0,0,0,0,0,0
Q96FV3,TSPAN17,,,,,0,1,0,0,0,0,0,0,0,1,0,0
Q96SJ8,TSPAN18,,,,,0,1,0,0,0,0,0,0,0,0,0,0
P0C672,TSPAN19,,,,,0,1,0,0,0,0,0,0,0,0,0,0
O60636,TSPAN2,,,,,0,1,0,0,0,0,0,0,0,0,0,0
O60637,TSPAN3,,,,,0,1,0,0,0,0,0,0,0,0,0,0
Q12999,TSPAN31,,,,,0,1,0,0,0,0,0,0,0,0,0,0
Q96QS1,TSPAN32,,,,,0,1,0,0,0,0,0,0,0,0,0,0
Q86UF1,TSPAN33,,,,,0,1,0,0,0,0,0,0,0,0,0,0
O14817,TSPAN4,,,,,0,1,0,0,0,0,0,0,0,0,0,0
P62079,TSPAN5,,,,,0,1,0,0,0,0,0,0,0,0,0,0
O43657,TSPAN6,,,,,0,1,0,0,0,0,0,0,0,0,0,0
P41732,TSPAN7,,,,,0,1,0,0,0,0,0,0,1,0,0,0
P19075,TSPAN8,,,,,0,1,0,0,0,0,0,0,0,0,0,0
O75954,TSPAN9,,,,,0,1,0,0,0,0,0,0,0,0,0,0
Q8WU66,TSPEAR,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P59090,TSPEAR-AS2,,,,,0,0,0,0,0,0,0,0,0,0,0,0
B1AH88,TSPO,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P30536,TSPO,DB01068,Clonazepam,SmallMoleculeDrug,Translocator protein,0,1,0,0,0,0,0,0,0,0,0,0
P30536,TSPO,DB00962,Zaleplon,SmallMoleculeDrug,Translocator protein,0,1,0,0,0,0,0,0,0,0,0,0
P30536,TSPO,DB00402,Eszopiclone,SmallMoleculeDrug,Translocator protein,0,1,0,0,0,0,0,0,0,0,0,0
P30536,TSPO,DB00231,Temazepam,SmallMoleculeDrug,Translocator protein,0,1,0,0,0,0,0,0,0,0,0,0
P30536,TSPO,DB00186,Lorazepam,SmallMoleculeDrug,Translocator protein,0,1,0,0,0,0,0,0,0,0,0,0
P30536,TSPO,DB00897,Triazolam,SmallMoleculeDrug,Translocator protein,0,1,0,0,0,0,0,0,0,0,0,0
P30536,TSPO,DB00628,Clorazepate,SmallMoleculeDrug,Translocator protein,0,1,0,0,0,0,0,0,0,0,0,0
P30536,TSPO,DB01544,Flunitrazepam,SmallMoleculeDrug,Translocator protein,0,1,0,0,0,0,0,0,0,0,0,0
P30536,TSPO,DB00829,Diazepam,SmallMoleculeDrug,Translocator protein,0,1,0,0,0,0,0,0,0,0,0,0
P30536,TSPO,DB01587,Ketazolam,SmallMoleculeDrug,Translocator protein,0,1,0,0,0,0,0,0,0,0,0,0
P30536,TSPO,DB01198,Zopiclone,SmallMoleculeDrug,Translocator protein,0,1,0,0,0,0,0,0,0,0,0,0
P30536,TSPO,DB01178,Chlormezanone,SmallMoleculeDrug,Translocator protein,0,1,0,0,0,0,0,0,0,0,0,0
Q5TGU0,TSPO2,,,,,0,1,0,0,0,0,0,0,0,0,0,0
O95153,TSPOAP1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q01534,TSPY1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P0CW01,TSPY10,,,,,0,0,0,0,0,0,0,0,0,0,0,0
A6NKD2,TSPY2,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q9H489,TSPY26P,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P0CV98,TSPY3,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P0CV99,TSPY4,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P0CW00,TSPY8,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q9H0U9,TSPYL1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q9H2G4,TSPYL2,,,,,1,0,0,0,0,0,0,0,0,0,0,0
Q9UJ04,TSPYL4,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q86VY4,TSPYL5,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q8N831,TSPYL6,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q2NL82,TSR1,,,,,0,0,0,0,0,0,0,0,0,1,0,0
Q969E8,TSR2,,,,,0,0,0,0,0,0,0,0,1,0,0,0
Q9UJK0,TSR3,,,,,0,0,0,0,0,0,0,0,0,1,0,0
Q9Y5U2,TSSC4,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q9BXA7,TSSK1B,DB12010,Fostamatinib,SmallMoleculeDrug,Testis-specific serine/threonine-protein kinase 1,0,0,0,1,0,0,0,0,1,1,0,0
Q96PF2,TSSK2,,,,,0,0,0,1,0,0,0,0,1,1,0,0
Q96PN8,TSSK3,,,,,0,0,0,1,0,0,0,0,1,1,0,0
Q6SA08,TSSK4,,,,,0,0,0,1,0,0,0,0,1,1,0,0
Q9BXA6,TSSK6,,,,,0,0,0,1,0,0,0,0,1,1,0,0
Q16762,TST,DB02761,S-Mercaptocysteine,SmallMoleculeDrug,Thiosulfate sulfurtransferase,0,0,0,0,0,1,0,0,1,1,0,0
Q13630,TSTA3,DB00157,NADH,SmallMoleculeDrug,GDP-L-fucose synthase,0,0,0,0,0,0,0,1,1,1,0,0
Q8NFU3,TSTD1,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q5T7W7,TSTD2,,,,,0,0,0,0,0,0,0,0,0,0,0,0
H0UI37,TSTD3,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q5TCY1,TTBK1,,,,,0,0,0,1,0,0,0,0,1,1,0,0
Q6IQ55,TTBK2,,,,,0,0,0,1,0,0,0,0,1,1,0,0
Q99614,TTC1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q9H892,TTC12,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q8NBP0,TTC13,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q96N46,TTC14,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q8NEE8,TTC16,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q96AE7,TTC17,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q6DKK2,TTC19,,,,,0,0,0,0,0,0,0,0,1,0,0,0
Q8NDW8,TTC21A,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q7Z4L5,TTC21B,,,,,0,0,0,0,0,0,0,0,1,0,0,0
Q5TAA0,TTC22,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q5W5X9,TTC23,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q6PF05,TTC23L,,,,,0,0,0,0,0,0,0,0,0,0,0,0
A2A3L6,TTC24,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q96NG3,TTC25,,,,,0,0,0,0,0,0,0,0,0,0,0,0
A0AVF1,TTC26,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q6P3X3,TTC27,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q96AY4,TTC28,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q8NA56,TTC29,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P53804,TTC3,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q86WT1,TTC30A,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q8N4P2,TTC30B,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q49AM3,TTC31,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q5I0X7,TTC32,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q6PID6,TTC33,,,,,0,0,0,0,0,0,0,0,0,0,0,0
A8MYJ7,TTC34,,,,,0,0,0,0,0,0,0,0,0,0,0,0
A6NLP5,TTC36,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q6PGP7,TTC37,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q5R3I4,TTC38,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q5SRH9,TTC39A,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q5VTQ0,TTC39B,,,,,0,0,0,0,1,0,0,0,0,0,0,0
Q8N584,TTC39C,,,,,0,0,0,0,0,0,0,0,0,0,0,0
O95801,TTC4,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q6P2S7,TTC41P,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q8N0Z6,TTC5,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q86TZ1,TTC6,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q9ULT0,TTC7A,,,,,0,0,0,0,0,0,0,0,1,0,0,0
Q86TV6,TTC7B,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q8TAM2,TTC8,,,,,0,0,0,0,0,0,0,0,1,0,0,0
Q92623,TTC9,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q8N6N2,TTC9B,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q8N5M4,TTC9C,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q15361,TTF1,,,,,1,0,1,0,0,0,0,0,0,0,0,0
Q9UNY4,TTF2,,,,,1,0,1,0,0,0,0,0,1,1,0,0
O43156,TTI1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q6NXR4,TTI2,,,,,0,0,0,0,0,0,0,0,1,0,0,0
P33981,TTK,DB01782,"2,6-Dihydroanthra/1,9-Cd/Pyrazol-6-One",SmallMoleculeDrug,Dual specificity protein kinase TTK,0,0,0,1,0,0,0,0,1,1,0,0
P33981,TTK,DB12010,Fostamatinib,SmallMoleculeDrug,Dual specificity protein kinase TTK,0,0,0,1,0,0,0,0,1,1,0,0
Q8NG68,TTL,,,,,0,0,0,0,0,0,0,0,1,1,0,0
O95922,TTLL1,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q6ZVT0,TTLL10,,,,,0,0,0,0,0,0,0,0,0,1,0,0
Q8NHH1,TTLL11,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q14166,TTLL12,,,,,0,0,0,0,0,0,0,0,0,0,0,0
A6NNM8,TTLL13P,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q9BWV7,TTLL2,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q9Y4R7,TTLL3,DB00277,Theophylline,SmallMoleculeDrug,Tubulin monoglycylase TTLL3,0,0,0,0,0,0,0,0,1,1,0,0
Q14679,TTLL4,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q6EMB2,TTLL5,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q8N841,TTLL6,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q6ZT98,TTLL7,,,,,0,0,0,0,0,0,0,0,1,1,0,0
A6PVC2,TTLL8,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q3SXZ7,TTLL9,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q5BVD1,TTMP,,,,,0,1,0,0,0,0,0,0,0,0,0,0
Q8WZ42,TTN,,,,,0,0,0,1,0,0,0,0,1,1,0,0
P49638,TTPA,,,,,0,0,0,0,0,0,0,0,1,0,0,0
Q9BTX7,TTPAL,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P02766,TTR,DB09130,Copper,SmallMoleculeDrug,Transthyretin,0,0,0,0,0,0,0,0,1,0,0,0
P02766,TTR,DB11644,Tafamidis,SmallMoleculeDrug,Transthyretin,0,0,0,0,0,0,0,0,1,0,0,0
P02766,TTR,DB01593,Zinc,SmallMoleculeDrug,Transthyretin,0,0,0,0,0,0,0,0,1,0,0,0
Q9BZA0,TTTY10,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q9BZ98,TTTY12,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q9BZ97,TTTY13,,,,,0,1,0,0,0,0,0,0,0,0,0,0
Q9H313,TTYH1,,,,,0,1,0,0,0,0,0,0,0,0,0,0
Q9BSA4,TTYH2,,,,,0,1,0,0,0,0,0,0,0,0,0,0
Q9C0H2,TTYH3,,,,,0,1,0,0,0,0,0,0,0,0,0,0
P50607,TUB,DB02028,"(1R,2R,3S,4R,6S)-3,4,6-Trihydroxy-5-{[(S)-hydroxy(3-hydroxy-2-oxopropoxy)phosphoryl]oxy}-1,2-cyclohexanediyl bis[dihydrogen (phosphate)]",SmallMoleculeDrug,Tubby protein homolog,0,0,0,0,0,0,0,0,0,0,0,0
Q71U36,TUBA1A,DB12695,Phenethyl Isothiocyanate,SmallMoleculeDrug,Tubulin alpha-1A chain,0,0,0,0,0,0,0,0,1,1,0,0
Q71U36,TUBA1A,DB00643,Mebendazole,SmallMoleculeDrug,Tubulin alpha-1A chain,0,0,0,0,0,0,0,0,1,1,0,0
Q71U36,TUBA1A,DB00570,Vinblastine,SmallMoleculeDrug,Tubulin alpha-1A chain,0,0,0,0,0,0,0,0,1,1,0,0
Q71U36,TUBA1A,DB07574,"2-MERCAPTO-N-[1,2,3,10-TETRAMETHOXY-9-OXO-5,6,7,9-TETRAHYDRO-BENZO[A]HEPTALEN-7-YL]ACETAMIDE",SmallMoleculeDrug,Tubulin alpha-1A chain,0,0,0,0,0,0,0,0,1,1,0,0
Q71U36,TUBA1A,DB03010,Patupilone,SmallMoleculeDrug,Tubulin alpha-1A chain,0,0,0,0,0,0,0,0,1,1,0,0
Q71U36,TUBA1A,DB00518,Albendazole,SmallMoleculeDrug,Tubulin alpha-1A chain,0,0,0,0,0,0,0,0,1,1,0,0
Q71U36,TUBA1A,DB05147,CYT997,SmallMoleculeDrug,Tubulin alpha-1A chain,0,0,0,0,0,0,0,0,1,1,0,0
Q71U36,TUBA1A,DB11638,Artenimol,SmallMoleculeDrug,Tubulin alpha-1A chain,0,0,0,0,0,0,0,0,1,1,0,0
Q71U36,TUBA1A,DB01873,Epothilone D,SmallMoleculeDrug,Tubulin alpha-1A chain,0,0,0,0,0,0,0,0,1,1,0,0
P68363,TUBA1B,DB01873,Epothilone D,SmallMoleculeDrug,Tubulin alpha-1B chain,0,0,0,0,0,0,0,0,0,1,0,0
P68363,TUBA1B,DB03010,Patupilone,SmallMoleculeDrug,Tubulin alpha-1B chain,0,0,0,0,0,0,0,0,0,1,0,0
P68363,TUBA1B,DB07574,"2-MERCAPTO-N-[1,2,3,10-TETRAMETHOXY-9-OXO-5,6,7,9-TETRAHYDRO-BENZO[A]HEPTALEN-7-YL]ACETAMIDE",SmallMoleculeDrug,Tubulin alpha-1B chain,0,0,0,0,0,0,0,0,0,1,0,0
P68363,TUBA1B,DB05147,CYT997,SmallMoleculeDrug,Tubulin alpha-1B chain,0,0,0,0,0,0,0,0,0,1,0,0
Q9BQE3,TUBA1C,DB07574,"2-MERCAPTO-N-[1,2,3,10-TETRAMETHOXY-9-OXO-5,6,7,9-TETRAHYDRO-BENZO[A]HEPTALEN-7-YL]ACETAMIDE",SmallMoleculeDrug,Tubulin alpha-1C chain,0,0,0,0,0,0,0,0,0,1,0,0
Q9BQE3,TUBA1C,DB01873,Epothilone D,SmallMoleculeDrug,Tubulin alpha-1C chain,0,0,0,0,0,0,0,0,0,1,0,0
Q9BQE3,TUBA1C,DB05147,CYT997,SmallMoleculeDrug,Tubulin alpha-1C chain,0,0,0,0,0,0,0,0,0,1,0,0
Q9BQE3,TUBA1C,DB03010,Patupilone,SmallMoleculeDrug,Tubulin alpha-1C chain,0,0,0,0,0,0,0,0,0,1,0,0
P0DPH7,TUBA3C,,,,,0,0,0,0,0,0,0,0,0,1,0,0
P0DPH8,TUBA3D,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q6PEY2,TUBA3E,DB05147,CYT997,SmallMoleculeDrug,Tubulin alpha-3E chain,0,0,0,0,0,0,0,0,0,1,0,0
P68366,TUBA4A,DB01873,Epothilone D,SmallMoleculeDrug,Tubulin alpha-4A chain,0,0,0,0,0,0,0,0,0,1,0,0
